,Unnamed: 0,STREET,AREA,road1,road2,gdp,price,pop,poi,build,access,ln_access,ln_road2,ln_gdp,ln_price,ln_pop,ln_poi,ln_road1,ln_build
146,146,颛桥镇,闵行区,0.242533223,633,270.8097312,34676,2051.771334,971,0.718614861,0.599290086,-0.5120095142879003,6.450470422144176,5.6014164753998585,10.45380308398853,7.62645876440873,6.878326468291325,-1.416616575926669,-0.33042972402671567
147,147,马桥镇,闵行区,0.19301619,425,171.0602578,41311,1403.299762,673,0.454737299,2.746893783,1.0104707398202446,6.052089168924417,5.142015879225041,10.62888408731157,7.2465817151568475,6.511745329644728,-1.6449812075851233,-0.7880353916056106
148,148,临汾路街道,静安区,0.365450017,51,229.3154496,39166,28638.52966,84,0.854166013,0.306127869,-1.1837523917651553,3.9318256327243257,5.435098564829178,10.575564302476781,10.262508281069556,4.430816798843313,-1.0066257615377459,-0.1576297094721687
149,149,共和新路街道,静安区,0.501477541,138,299.218203,63530,29318.39201,138,0.870743156,0.800537647,-0.22247171829456114,4.927253685157205,5.701173083153455,11.05926751426058,10.285970311727228,4.927253685157205,-0.6901964562320173,-0.13840822965781427
150,150,北站街道,静安区,0.62447978,139,144.1339782,166022,21958.73642,227,0.859723259,0.185706582,-1.6835873669866666,4.9344739331306915,4.970743271184992,12.019875588677822,9.996920353895113,5.424950017481403,-0.47083632784300206,-0.15114473338115933
151,151,大宁路街道,静安区,0.362217044,234,318.1856614,68386,13494.53999,340,0.886202439,0.531057321,-0.6328853144137463,5.455321115357702,5.762635053291902,11.132923404298595,9.510040437431323,5.8289456176102075,-1.0155116777653093,-0.12080986802012905
152,152,天目西路街道,静安区,0.712555962,147,105.6004828,68389,14542.01958,350,0.865813516,0.222606265,-1.5023506958826578,4.990432586778736,4.659662943231407,11.132967271964477,9.584797639653877,5.857933154483459,-0.33889682676578897,-0.1440857331004962
153,153,宝山路街道,静安区,0.508808784,90,221.5788216,101069,36565.12777,116,0.913078679,0.233110013,-1.4562447780500443,4.499809670330265,5.400778379908876,11.523558730886982,10.50685027202412,4.7535901911063645,-0.6756830029543051,-0.0909332257584057
154,154,彭浦新村街道,静安区,0.306717838,50,450.1984235,50091,36620.32828,165,0.892486985,0.546233663,-0.6047084405710643,3.912023005428146,6.109688426689512,10.821596630217067,10.508358782688594,5.10594547390058,-1.1818270484837716,-0.11374334806772375
155,155,彭浦镇,静安区,0.387119947,347,423.5729006,32329,14382.39914,569,0.844034347,0.644038195,-0.43999724563028175,5.849324779946859,6.04872563764872,10.383719939217288,9.573760456023829,6.343880434126331,-0.9490206934055354,-0.16956208971658887
