,STREET,AREA,road1,road2,gdp,price,pop,poi,build,access,access_5k,ln_access_5k,ln_road2,ln_gdp,ln_price,ln_pop,ln_poi
128,北新泾街道,长宁区,0.730458256,87,201.0208002,52056,34675.344,504,0.873912808,0.21832147,5.188724239,1.6464878555932156,4.465908118654584,5.303408386287109,10.86007534117482,10.453784165825963,6.222576268071369
129,华阳路街道,长宁区,0.629690189,109,271.187109,60867,31974.46027,592,0.783832438,0.412563571,4.637219877,1.534115022227764,4.6913478822291435,5.602809021750662,11.01644643491116,10.372692746554774,6.3835066348840055
130,周家桥街道,长宁区,0.477582073,59,247.7030886,43390,32663.51444,1100,0.81422617,0.290771565,9.133036202,2.2118981915689804,4.07753744390572,5.5122308055334415,10.677984278792396,10.394013967593796,7.003065458786462
131,天山路街道,长宁区,0.56261847,99,262.4937956,58072,34123.48244,701,0.86515985,0.332765122,5.561637283,1.7158925402728444,4.59511985013459,5.570227445942824,10.969438898964677,10.437741060875704,6.55250788703459
132,新华路街道,长宁区,0.438097633,86,270.8007396,77665,30681.38489,256,0.856351948,0.203054171,2.813163242,1.0343095591072975,4.454347296253507,5.6013832722013035,11.260159984422007,10.33141139429293,5.545177444479562
133,新泾镇,长宁区,0.403707882,518,610.7575928,45738,12682.35907,1061,0.765339123,1.444571911,15.11521211,2.7157016612126808,6.249975242259483,6.414700141988532,10.73068474121633,9.447967257216677,6.966967138613983
134,江苏路街道,长宁区,0.659033099,53,205.7095549,68249,33926.13361,240,0.875367526,0.173611287,1.431860497,0.35897464549689406,3.970291913552122,5.326465246236409,11.130918060925213,10.43194089932534,5.480638923341991
135,程家桥街道,长宁区,0.278623308,218,116.1080558,47317,3653.492311,391,0.67300041,1.518134285,3.2663101,1.183660937989563,5.384495062789089,4.75452127303227,10.764624917942255,8.203438786671784,5.968707559985366
136,虹桥街道,长宁区,0.472032891,163,277.2160829,94073,16999.4661,437,0.819184772,0.333895951,3.506654725,1.2546625132174047,5.093750200806762,5.624797284752473,11.451826355602378,9.740937216662825,6.07993319509559
137,七宝镇,闵行区,0.28335818,461,523.8838443,60700,8324.158132,847,0.802534476,1.554528578,11.28881298,2.423812233572956,6.133398042996649,6.2612699885651475,11.01369897704759,9.026917184449854,6.741700694652055
138,华漕镇,闵行区,0.238906037,422,179.8178882,41395,2021.980125,664,0.67202999,1.388324785,23.74914735,3.1675466287835605,6.045005314036012,5.191944606521478,10.630915379572906,7.611832570155253,6.498282149476434
139,古美路街道,闵行区,0.30419086,113,275.1318831,61426,13932.32396,364,0.837469761,0.594354102,7.138059393,1.965440945711413,4.727387818712341,5.6172505576163685,11.025588477273143,9.54196688415841,5.8971538676367405
140,吴泾镇,闵行区,0.20676287,589,206.3457644,38660,1904.418695,1000,0.58123571,1.011828131,24.71489217,3.2074059838119178,6.3784261836515865,5.32955322969764,10.562560752762321,7.55193209401236,6.907755278982137
141,新虹街道,闵行区,0.32843978,589,115.8922229,36754,1922.931865,1081,0.705104615,0.518097921,13.93773175,2.6345996768847875,6.3784261836515865,4.752660646282372,10.51200234225537,7.5616063133438,6.985641817639208
142,梅陇镇,闵行区,0.273970645,635,477.8260115,53767,5262.218169,1029,0.759478393,0.808442315,8.099949236,2.0918577944982606,6.453624998892692,6.169246673552217,10.892415175053996,8.568307921972217,6.9363427358340495
143,江川路街道,闵行区,0.202716586,269,445.0273949,30503,6110.402277,1377,0.721863397,0.489477943,6.275370336,1.8366325009656153,5.594711379601839,6.098135841844438,10.325580318414149,8.717747889114545,7.227662498728654
144,莘庄镇,闵行区,0.34647295,711,557.4851912,45788,9263.394241,1037,0.754110823,0.679983405,10.32183424,2.3342614806942765,6.566672429803241,6.323435940111519,10.731777327038367,9.133825809181765,6.9440872082295275
145,虹桥镇,闵行区,0.279157994,241,277.6187731,60107,8008.877762,507,0.843697448,0.675287762,3.293343949,1.1919034464670384,5.484796933490655,5.626248852787007,11.003881586286656,8.98830592562761,6.2285110035911835
146,颛桥镇,闵行区,0.242533223,633,270.8097312,34676,2051.771334,971,0.718614861,0.599290086,4.354636003,1.4712410254106574,6.450470422144176,5.6014164753998585,10.45380308398853,7.62645876440873,6.878326468291325
147,马桥镇,闵行区,0.19301619,425,171.0602578,41311,1403.299762,673,0.454737299,2.746893783,11.71549034,2.460911926824336,6.052089168924417,5.142015879225041,10.62888408731157,7.2465817151568475,6.511745329644728
148,临汾路街道,静安区,0.365450017,51,229.3154496,39166,28638.52966,84,0.854166013,0.306127869,1.035953099,0.035321871576996865,3.9318256327243257,5.435098564829178,10.575564302476781,10.262508281069556,4.430816798843313
149,共和新路街道,静安区,0.501477541,138,299.218203,63530,29318.39201,138,0.870743156,0.800537647,4.411677284,1.4842549536570955,4.927253685157205,5.701173083153455,11.05926751426058,10.285970311727228,4.927253685157205
150,北站街道,静安区,0.62447978,139,144.1339782,166022,21958.73642,227,0.859723259,0.185706582,1.702872166,0.5323163348584102,4.9344739331306915,4.970743271184992,12.019875588677822,9.996920353895113,5.424950017481403
151,大宁路街道,静安区,0.362217044,234,318.1856614,68386,13494.53999,340,0.886202439,0.531057321,7.044641906,1.952267314534294,5.455321115357702,5.762635053291902,11.132923404298595,9.510040437431323,5.8289456176102075
152,天目西路街道,静安区,0.712555962,147,105.6004828,68389,14542.01958,350,0.865813516,0.222606265,1.270905231,0.23972942687821805,4.990432586778736,4.659662943231407,11.132967271964477,9.584797639653877,5.857933154483459
153,宝山路街道,静安区,0.508808784,90,221.5788216,101069,36565.12777,116,0.913078679,0.233110013,1.086767512,0.08320770485861297,4.499809670330265,5.400778379908876,11.523558730886982,10.50685027202412,4.7535901911063645
154,彭浦新村街道,静安区,0.306717838,50,450.1984235,50091,36620.32828,165,0.892486985,0.546233663,1.024139241,0.02385249491227105,3.912023005428146,6.109688426689512,10.821596630217067,10.508358782688594,5.10594547390058
155,彭浦镇,静安区,0.387119947,347,423.5729006,32329,14382.39914,569,0.844034347,0.644038195,7.408531606,2.0026322558382903,5.849324779946859,6.04872563764872,10.383719939217288,9.573760456023829,6.343880434126331
156,芷江西路街道,静安区,0.592698562,94,230.392891,59955,39048.36752,109,0.912675698,0.329884847,1.092879787,0.08881621869919117,4.543294782270004,5.439786073310987,11.001349559813534,10.572556349528428,4.6913478822291435
157,华新镇,青浦区,0.235950688,720,149.5061252,17202,951.5230887,803,0.596206309,1.805937759,4.555651064,1.516368454416613,6.579251212010101,5.007337363228901,9.752780935111424,6.858063952022462,6.688354713946762
158,夏阳街道,青浦区,0.22344609,626,190.1176162,27482,1546.878328,653,0.336667358,3.854702451,24.54783163,3.200623525696094,6.439350371100098,5.2476429132704006,10.22128652389172,7.343994197189084,6.481577129276431
159,徐泾镇,青浦区,0.260228575,708,211.6180114,64003,1651.753273,898,0.646508245,0.589838825,5.221351871,1.6527563474840181,6.56244409369372,5.354782816399447,11.06668523624321,7.409592592442768,6.8001700683022
160,朱家角镇,青浦区,0.143616955,1870,216.842129,30352,494.2814427,1520,0.140379029,4.414701109,143.0616559,4.963275697476943,7.533693709848633,5.379169572643145,10.320617692174796,6.203105077022698,7.326465613840322
161,白鹤镇,青浦区,0.165502861,815,158.7927119,15826,819.7347365,890,0.343073221,4.091529705,47.31487376,3.8568247018809734,6.703188113240863,5.067599652923563,9.669409436169138,6.70898079585028,6.7912214627261855
162,盈浦街道,青浦区,0.271957507,400,172.9338007,23916,3226.615698,555,0.53285155,2.879193788,26.04545468,3.259843268522218,5.991464547107982,5.15290886635341,10.082302970000795,8.079189095403374,6.318968113746434
163,练塘镇,青浦区,0.205131436,1902,174.6498721,11101,569.8037451,1230,0.144396508,19.31750772,181.6081926,5.201851578585736,7.550661243105336,5.162783238930786,9.314790473332646,6.345291994699281,7.114769448366463
164,赵巷镇,青浦区,0.220131006,465,143.8463895,38098,1169.307946,923,0.403795932,3.322599682,13.67322887,2.6154398240152,6.142037405587356,4.968745990621048,10.547917066298643,7.06416735364187,6.827629234502852
165,重固镇,青浦区,0.244436814,389,76.45428343,38098,964.3853564,325,0.31900021,4.582053809,3.407758197,1.2260546548653795,5.963579343618446,4.336692959974888,10.547917066298643,6.871490962035784,5.783825182329737
166,金泽镇,青浦区,0.158049518,1883,203.0739557,30089,567.0279027,804,0.11337425,29.06321458,138.154551,4.928372993280689,7.5406215286571525,5.313570226488734,10.311914935439406,6.340408513628036,6.6895992691789665
167,香花桥街道,青浦区,0.195425091,743,127.4051049,19287,557.2697045,835,0.484272945,3.516121834,16.36682289,2.7952562913006593,6.610696044717759,4.847371812194,9.867186572809796,6.323049331892053,6.727431724850855
168,南京西路街道,静安区,0.599842182,81,163.2473401,75659,26909.75947,566,0.854728358,1.156206595,10.98854474,2.396853342905166,4.394449154672439,5.095266474608794,11.233991681076148,10.200244305368109,6.338594078203183
169,曹家渡街道,静安区,0.577743996,52,274.975771,75371,49530.5301,236,0.874151422,0.061877853,0.492882587,-0.7074842935475091,3.9512437185814275,5.6166829883305125,11.230177864627965,10.810344528129493,5.4638318050256105
170,江宁路街道,静安区,0.445376773,65,252.5290747,76940,36590.5172,405,0.881411845,0.117302861,0.79263939,-0.23238690226157563,4.174387269895637,5.5315263894132025,11.250781176306287,10.50754439292292,6.003887067106539
171,石门二路街道,静安区,0.580904091,74,123.1313526,70195,30788.31501,311,0.857616358,0.524623953,4.800243821,1.5686667126654366,4.30406509320417,4.813251692882103,11.159032362406052,10.3348905141856,5.739792912179234
172,静安寺街道,静安区,0.514768784,61,133.8496501,75498,22803.09589,517,0.879160112,0.12688816,1.104610106,0.09949242745631559,4.110873864173311,4.89671715584266,11.231861444820023,10.034651590373754,6.248042874508429
173,半淞园路街道,黄浦区,0.437835097,112,423.2032421,48096,31325.12167,249,0.780571661,0.168093059,2.221931693,0.7983769495207947,4.718498871295094,6.04785254143157,10.780954292552702,10.352175663874842,5.517452896464707
174,南京东路街道,黄浦区,0.657071625,247,347.8042564,49634,30696.50663,1099,0.771389871,0.931436219,14.86128281,2.698759361943248,5.5093883366279774,5.851639839913153,10.81243136174723,10.331904136546907,7.002155954403621
175,外滩街道,黄浦区,0.639993521,206,304.9928476,119280,29476.5639,761,0.742378139,0.31804352,5.293752506,1.6665273528065452,5.327876168789581,5.720288325840642,11.68922894943862,10.29135078252219,6.634633357861686
176,小东门街道,黄浦区,0.610873981,168,315.4201152,90241,25401.27192,219,0.685342852,0.186537732,2.518263332,0.9235695099793249,5.123963979403259,5.753905449286661,11.410239148230769,10.142554527343439,5.389071729816501
177,老西门街道,黄浦区,0.680981989,124,333.4123561,94902,58131.20256,178,0.921546968,0.149567949,1.18149753,0.16678272707979633,4.820281565605037,5.8093800305177785,11.460600059191544,10.970457847906152,5.181783550292085
178,豫园街道,黄浦区,0.728644174,85,254.50292,83861,44958.88771,259,0.883565752,0.322986008,4.627478911,1.5320122081347636,4.442651256490317,5.539312309402164,11.336915945289954,10.713503744715283,5.556828061699537
179,南桥镇,奉贤区,0.209350604,597,247.9552064,27271,1879.17873,1019,0.493021065,1.72427864,12.1957583,2.5010882109565236,6.391917113392602,5.513248110496503,10.213579145500994,7.538590114634414,6.926577033222725
180,西渡街道,奉贤区,0.251156534,568,125.3764127,22469,1435.003948,461,0.364788576,1.840870924,4.169801076,1.427868331075735,6.342121418721152,4.831320514015228,10.019891860406231,7.268922879409449,6.133398042996649
181,浦江镇,闵行区,0.211723461,1350,430.2004937,14000,1733.334168,1442,0.430048502,2.796104201,39.27104853,3.6704875687682246,7.2078598714324755,6.064251364438736,9.546812608597396,7.457802097439755,7.273786317844895
182,浦锦街道,闵行区,0.217541016,475,188.1505437,31850,2589.225916,969,0.546228807,1.110817042,47.53628604,3.8614933360363786,6.163314804034641,5.237242406750924,10.36879266100031,7.859114235890535,6.876264611890766
183,九亭镇,松江区,0.245046916,302,128.3267832,38370,1733.672801,552,0.653620557,2.110071214,16.68023671,2.8142245880769083,5.71042701737487,4.854580004317089,10.555031183240999,7.457997443456711,6.313548046277095
184,九里亭街道,松江区,0.264127046,93,100.4315897,21400,5310.814984,373,0.800502016,0.326489373,3.266044612,1.1835796539773344,4.532599493153256,4.6094767962155485,9.971146201009942,8.577500583438269,5.921578419643816
185,方松街道,松江区,0.289975426,404,201.1359061,32542,4294.002496,758,0.61609601,1.015176872,25.73605319,3.24789285668933,6.0014148779611505,5.303980829324065,10.390286841699265,8.364974559714756,6.630683385642372
186,广富林街道,松江区,0.184096189,238,165.2189918,24178,3070.538018,497,0.39818819,3.14927194,73.40197878,4.295950894112672,5.472270673671475,5.107271816948933,10.093198407761937,8.029608075389593,6.208590026096629
187,川沙新镇,浦东新区,0.21155503,1409,867.8087613,36113,1819.352706,2702,0.433400198,5.151757046,32.99658933,3.4964042024887614,7.25063551189868,6.765971369303146,10.494408190299962,7.506236060766274,7.9017475185201445
188,祝桥镇,浦东新区,0.168817287,1602,711.293852,24981,920.4718608,1958,0.397006008,3.19912674,15.12498609,2.716348084247061,7.379008127628304,6.567085638373,10.125870814903928,6.824886430732764,7.579678823090456
189,老港镇,浦东新区,0.151603143,366,167.3470497,12630,508.4032005,268,0.211486355,19.39445227,43.8258115,3.780222947464158,5.902633333401366,5.1200697979829615,9.443830215344537,6.231274834535452,5.5909869805108565
190,泥城镇,浦东新区,0.245059551,1095,294.2263852,13852,984.8072382,860,0.344297666,1.207103185,2.423096165,0.8850461294496313,6.9985096422506015,5.684349488714237,9.536184905522312,6.892445924761999,6.756932389247553
191,长征镇,普陀区,0.317059593,165,165.9061266,56448,20673.58516,486,0.869782855,0.47837887,2.803103957,1.030727359258028,5.10594547390058,5.11142212599011,10.941075139366463,9.936612085144,6.186208623900494
192,万里街道,普陀区,0.358677259,61,176.7148039,66348,52456.38837,135,0.811714433,0.275813904,1.416461823,0.3481620882838625,4.110873864173311,5.174537155669173,11.102668896125934,10.867737405644887,4.90527477843843
193,四川北路街道,虹口区,0.570352807,101,110.8834351,63949,31244.214,191,0.894879203,0.174280693,1.701844392,0.5317125994145282,4.61512051684126,4.708479515300818,11.06584116966815,10.3495894860218,5.25227342804663
194,奉浦街道,奉贤区,0.202386693,205,74.49988319,22264,1215.750319,432,0.598267626,1.030702353,2.392756591,0.8724460866611852,5.3230099791384085,4.310797557464822,10.010726303205727,7.103116711673333,6.068425588244111
195,金海街道,奉贤区,0.189010134,228,60.39964782,18403,1069.669805,333,0.376670945,3.892966464,13.64798449,2.6135918543184316,5.429345628954441,4.100983274129068,9.820268973785195,6.975105286373249,5.808142489980444
196,奉城镇,奉贤区,0.226515159,1144,184.3329849,16523,870.4809646,653,0.319462041,3.558421542,104.9486038,4.6534707427003035,7.042286171939743,5.2167438226173575,9.71250862865099,6.769045891766396,6.481577129276431
197,头桥街道,奉贤区,0.227026333,612,84.36237516,10875,751.3390173,159,0.288945006,3.627983676,6.628301672,1.8913486133143074,6.416732282512326,4.435121510264015,9.294221855956884,6.621856971076022,5.0689042022202315
